path,label
./samples/ELX_BTD_kick_mid_sauce.wav,kick
./samples/TS_VIRGO_beatbox_one_shot_voice_kick_block.wav,kick
./samples/SLS_175_Epic_Kick.wav,kick
./samples/strong kick.wav,kick
./samples/NUE_Kick_3.wav,kick
./samples/JBK_Kick_152b.wav,kick
./samples/BWB KICK (30).wav,kick
./samples/JBK_Kick_25a.wav,kick
./samples/JUST_kick_gut_punch.wav,kick
./samples/PMIN_Kick_Festival.wav,kick
./samples/GS_EDGE_KICK_ETES.wav,kick
./samples/JBK_Kick_29b.wav,kick
./samples/BWB 5 Kick Old School (4).wav,kick
./samples/AND_Kick_033.wav,kick
./samples/RKU_BLN_KICK015.wav,kick
./samples/LEOPACK_KICK_Chillin.wav,kick
./samples/RKU_BLN_KICK05.wav,kick
./samples/HVE_EK_Kick 4.wav,kick
./samples/AND_Kick_027.wav,kick
./samples/JBK_Kick_8c.wav,kick
./samples/JBK_Kick_91.wav,kick
./samples/RKU_BLN_KICK029.wav,kick
./samples/NLG_Kicks_14.wav,kick
./samples/JBK_Kick_85.wav,kick
./samples/TYNAN_kick_click_mofo.wav,kick
./samples/BIG WHITE KICK 5.wav,kick
./samples/ELX_BTD_kick_the_punch.wav,kick
./samples/JBK_Kick_52.wav,kick
./samples/UMRU_kick_closet.wav,kick
./samples/JBK_Kick_109a.wav,kick
./samples/AND_Kick_147.wav,kick
./samples/BWB HIP-HOP KICK.wav,kick
./samples/BWB 5 Kick (14).wav,kick
./samples/TYNAN_kick_dubstep_punch.wav,kick
./samples/JBK_Kick_121.wav,kick
./samples/BRD_KICK_08.wav,kick
./samples/BIG WHITE KICK 19.wav,kick
./samples/BRD_KICK_20.wav,kick
./samples/BIG WHITE KICK 31.wav,kick
./samples/SKURABRST_kick_leaves.wav,kick
./samples/SLUMBERJACK_kick_one_shot_transient.wav,kick
./samples/BIG WHITE KICK 25.wav,kick
./samples/JNX_Kick 37.wav,kick
./samples/RKT_Kick_7.wav,kick
./samples/JNX_Kick 23.wav,kick
./samples/SOPHIE_sub_with_kick_03_F.wav,kick
./samples/DKVPZ_kick_one_shot_percussive_01.wav,kick
./samples/BWB RNB KICK (7).wav,kick
./samples/JBK_Kick_33a.wav,kick
./samples/WCT_kick_fire_analog.wav,kick
./samples/OS_UT2_Kick_6.wav,kick
./samples/SALVA_Club_Wave_tite_kick.wav,kick
./samples/BWB KICK (26).wav,kick
./samples/JBK_Kick_44c.wav,kick
./samples/EK_kick_gemini.wav,kick
./samples/PMEX_Kick_Slam.wav,kick
./samples/RA_JU_KickSnare_13_175.wav,kick
./samples/LEOPACK_KICK_Work.wav,kick
./samples/JUST_kick_nuevo.wav,kick
./samples/RKD_KICK_01.wav,kick
./samples/RA_JU_KickSnare_03_175.wav,kick
./samples/BWB 5 Kick Sample (8).wav,kick
./samples/PVP_Kick_Fleck.wav,kick
./samples/Cymatics - Terror Full Kick 012.wav,kick
./samples/Cymatics - Terror Full Kick 006.wav,kick
./samples/JBK_Kick_148a.wav,kick
./samples/UMRU_kick_thick.wav,kick
./samples/Cymatics - Terror Full Kick 007.wav,kick
./samples/NLG_174_Am_Mori_Drums_Kick.wav,kick
./samples/Cymatics - Terror Full Kick 013.wav,kick
./samples/dhh3_kick_processed_heavy.wav,kick
./samples/BWB P&T KICK (6).wav,kick
./samples/BWB 6 KICK (15).wav,kick
./samples/ukg_kick_oris.wav,kick
./samples/JBK_Kick_44b.wav,kick
./samples/BWB KICK (1).wav,kick
./samples/ukg_kick_tamlin.wav,kick
./samples/BWB HIP-HOP KICK (11).wav,kick
./samples/MAT_ZO_kick_04.wav,kick
./samples/BIGWHITE KICKS.wav,kick
./samples/GRANDTHEFT_kick_love.wav,kick
./samples/JNX_Kick 22.wav,kick
./samples/MAT_ZO_kick_38.wav,kick
./samples/UMRU_kick_pointy.wav,kick
./samples/RKT_Kick_6.wav,kick
./samples/JNX_Kick 36.wav,kick
./samples/BIG WHITE KICK 24.wav,kick
./samples/PMEX_Kick_Spy.wav,kick
./samples/BIG WHITE KICK 30.wav,kick
./samples/JBK_Kick_108.wav,kick
./samples/JBK_Kick_120.wav,kick
./samples/BIG WHITE KICK 18.wav,kick
./samples/BWB 5 Kick Hard (6).wav,kick
./samples/BRD_KICK_09.wav,kick
./samples/AND_Kick_146.wav,kick
./samples/JBK_Kick_47.wav,kick
./samples/JBK_Kick_53.wav,kick
./samples/WCT_kick_furious_stomp.wav,kick
./samples/UZ_kick_sp_02_def.wav,kick
./samples/BIG WHITE KICK 4.wav,kick
./samples/GS_MDNB_mdnb_kick_22.wav,kick
./samples/PMHJ_Kick_Rampage.wav,kick
./samples/JBK_Kick_84.wav,kick
./samples/NLG_Kicks_01.wav,kick
./samples/HVE_EK_Kick 5.wav,kick
./samples/JUST_kick_nine_eight_nine.wav,kick
./samples/JBK_Kick_8b.wav,kick
./samples/AND_Kick_026.wav,kick
./samples/AND_Kick_032.wav,kick
./samples/BWB P&T KICK (10).wav,kick
./samples/SLUMBERJACK_kick_one_shot_redline.wav,kick
./samples/RU_SP_kick_falling_brighter_Ab.wav,kick
./samples/ukg_kick_cris.wav,kick
./samples/JBK_Kick_129b.wav,kick
./samples/GS_EDGE_KICK_TRING.wav,kick
./samples/GRANDTHEFT_kick_clean_like_dean.wav,kick
./samples/NUE_Kick_2.wav,kick
./samples/BIGWHITE KICKS (5).wav,kick
./samples/LEOPACK_KICK_Convo.wav,kick
./samples/JBK_Kick_25b.wav,kick
./samples/BWB HIP-HOP KICK (2).wav,kick
./samples/SALVA_Her_kick_simplewav.wav,kick
./samples/JUST_kick_card_board.wav,kick
./samples/JBK_Kick_152a.wav,kick
./samples/BWB 5 Kick Perc (5).wav,kick
./samples/SLS_175_Rush_Kick.wav,kick
./samples/JBK_Kick_29a.wav,kick
./samples/XG_kick_one_shot_scorpio_v2.wav,kick
./samples/JUST_kick_matrix.wav,kick
./samples/SOPHIE_kick_dry_09.wav,kick
./samples/AND_Kick_024.wav,kick
./samples/HVE_EK_Kick 7.wav,kick
./samples/GS_MDNB_mdnb_kick_08.wav,kick
./samples/AND_Kick_030.wav,kick
./samples/tp_90ukg_kick_pachanga.wav,kick
./samples/JBK_Kick_86.wav,kick
./samples/AND_Kick_018.wav,kick
./samples/HVE_HB_Kick_18.wav,kick
./samples/GS_MDNB_mdnb_kick_20.wav,kick
./samples/BWB 5 Kick Live (2).wav,kick
./samples/NLG_Kicks_03.wav,kick
./samples/JBK_Kick_92.wav,kick
./samples/JBK_Kick_79.wav,kick
./samples/BIG WHITE KICK 6.wav,kick
./samples/BWB 6 KICK (23).wav,kick
./samples/BWB DUBSTEP KICK.wav,kick
./samples/XG_kick_festival.wav,kick
./samples/JBK_Kick_109b.wav,kick
./samples/JUST_kick_bong.wav,kick
./samples/AND_Kick_150.wav,kick
./samples/JBK_Kick_122.wav,kick
./samples/AND_Kick_144.wav,kick
./samples/JUST_kick_slicer.wav,kick
./samples/BIG WHITE KICK 26.wav,kick
./samples/BWB DUBSTEP KICK (11).wav,kick
./samples/BIG WHITE KICK 32.wav,kick
./samples/JNX_Kick 20.wav,kick
./samples/JNX_Kick 34.wav,kick
./samples/RKT_Kick_4.wav,kick
./samples/BWB 5 Kick (18).wav,kick
./samples/MAT_ZO_kick_12.wav,kick
./samples/JNX_Kick 08.wav,kick
./samples/Filtered Kicks 9 Vol 7.wav,kick
./samples/MSKRB_kick_22.wav,kick
./samples/OS_UT2_Kick_5.wav,kick
./samples/BWB 5 Kick Sample (4).wav,kick
./samples/JBK_Kick_33b.wav,kick
./samples/KSHMR_Signature_Kick_04_Festival_of_Lights_D.wav,kick
./samples/SM43_vth_vnl_kick_live_pressed.wav,kick
./samples/NM1_KICK_18.wav,kick
./samples/PMRDW2_Kick_Crazy_Punch.wav,kick
./samples/OS_UT_Kick_15.wav,kick
./samples/Cymatics - Terror Full Kick 039.wav,kick
./samples/RKD_KICK_02.wav,kick
./samples/PVP_Kick_Softy.wav,kick
./samples/JBK_Kick_148b.wav,kick
./samples/PMRDW2_Kick_Prime_Time.wav,kick
./samples/FAI_Break_Kick_72.wav,kick
./samples/Cymatics - Terror Full Kick 005.wav,kick
./samples/Cymatics - Terror Full Kick 011.wav,kick
./samples/Cymatics - Terror Full Kick 010.wav,kick
./samples/dNb1 Kick .wav,kick
./samples/low kick eq'd more.wav,kick
./samples/Cymatics - Terror Full Kick 004.wav,kick
./samples/JUST_kick_filter_thud.wav,kick
./samples/BWB DUBSTEP KICK (3).wav,kick
./samples/Cymatics - Terror Full Kick 038.wav,kick
./samples/RKD_KICK_03.wav,kick
./samples/KSHMR_Signature_Kick_24_Underwater_C#.wav,kick
./samples/NM1_KICK_19.wav,kick
./samples/SKURABRST_kick_slammer.wav,kick
./samples/IC1_172_KickSnare_Liquid.wav,kick
./samples/BWB KICK (51).wav,kick
./samples/JBK_Kick_33c.wav,kick
./samples/FAI_Break_Kick_155.wav,kick
./samples/JBK_Kick_44a.wav,kick
./samples/chunk kick.wav,kick
./samples/KSHMR_Jungle_Kick_02.wav,kick
./samples/GS_EDGE_KICK_ECTAH.wav,kick
./samples/BWB 6 KICK (19).wav,kick
./samples/JNX_Kick 09.wav,kick
./samples/MAT_ZO_kick_13.wav,kick
./samples/UMRU_bass_one_shot_808_kicked_E.wav,kick
./samples/RKT_Kick_5.wav,kick
./samples/JNX_Kick 35.wav,kick
./samples/JNX_Kick 21.wav,kick
./samples/BIG WHITE KICK 33.wav,kick
./samples/BIG WHITE KICK 27.wav,kick
./samples/LTRX_kick_doker.wav,kick
./samples/JBK_Kick_137.wav,kick
./samples/AND_Kick_145.wav,kick
./samples/SLS_175_Rise_Intro_Kick.wav,kick
./samples/JBK_Kick_123.wav,kick
./samples/BWB 6 KICK (2).wav,kick
./samples/nn_drum_120_forge_kick.wav,kick
./samples/GS_EDGE_KICK_SLUCHI.wav,kick
./samples/GS_EDGE_KICK_CEVIAN.wav,kick
./samples/IMAABS_kick_one_shot_disc_dem_01.wav,kick
./samples/BIG WHITE KICK 7.wav,kick
./samples/RKU_LSS_Kick_One_Shot_Bleeps_3.wav,kick
./samples/JBK_Kick_78.wav,kick
./samples/NLG_Kicks_02.wav,kick
./samples/tp_dr_genic_kick_punch_electronic.wav,kick
./samples/BWB KICK (10).wav,kick
./samples/AND_Kick_019.wav,kick
./samples/PVP_Kick_Balochi.wav,kick
./samples/JBK_Kick_87.wav,kick
./samples/GS_MDNB_mdnb_kick_21.wav,kick
./samples/HVE_HB_Kick_19.wav,kick
./samples/RKU_BLN_KICK07.wav,kick
./samples/RKU_BLN_KICK017.wav,kick
./samples/GS_MDNB_mdnb_kick_09.wav,kick
./samples/nn_kick_flex.wav,kick
./samples/AND_Kick_031.wav,kick
./samples/COUNTBALDOR_kick_stompy.wav,kick
./samples/JBK_Kick_8a.wav,kick
./samples/AND_Kick_025.wav,kick
./samples/HVE_EK_Kick 6.wav,kick
./samples/BWB 5 Kick punch (3).wav,kick
./samples/cj_kick_one_shot_live_mid_metr.wav,kick
./samples/JBK_Kick_129a.wav,kick
./samples/BIGWHITE KICKS (9).wav,kick
./samples/NUE_Kick_1.wav,kick
./samples/BWB KICK (47).wav,kick
./samples/IMAABS_kick_one_shot_ext_hardcore.wav,kick
./samples/XG_kick_one_shot_virgo_v2.wav,kick
./samples/TA_9DH_KICK_ONESHOT_909.wav,kick
./samples/BWB KICK (46).wav,kick
./samples/PMRDW2_Kick_Virtual_Vex.wav,kick
./samples/SLS_175_Rise_Kick.wav,kick
./samples/BWB 5 Kick (1).wav,kick
./samples/KSHMR_Vinyl_Kick_04.wav,kick
./samples/PMHJ_Kick_Metropolis.wav,kick
./samples/BWB 5 Kick Punch (2).wav,kick
./samples/EK_kick_blessingskick2ripsoundcloud.wav,kick
./samples/GS_EDGE_KICK_RADOL.wav,kick
./samples/PMIN_Kick_Neo.wav,kick
./samples/GS_EDGE_KICK_COS.wav,kick
./samples/JUST_kick_eisley.wav,kick
./samples/BIGWHITE KICKS (8).wav,kick
./samples/NLG_Kicks_12.wav,kick
./samples/BWB KICK (11).wav,kick
./samples/AND_Kick_009.wav,kick
./samples/JBK_Kick_97.wav,kick
./samples/NLG_Kicks_06.wav,kick
./samples/GS_MDNB_mdnb_kick_19.wav,kick
./samples/HVE_EK_Kick 2.wav,kick
./samples/BWB KICK.wav,kick
./samples/AND_Kick_021.wav,kick
./samples/PMIN_Kick_Signal.wav,kick
./samples/JBK_Kick_9a.wav,kick
./samples/AND_Kick_035.wav,kick
./samples/RKU_BLN_KICK03.wav,kick
./samples/RKU_BLN_KICK013.wav,kick
./samples/BWB 6 KICK (3).wav,kick
./samples/JNX_175_Kick_Snare.wav,kick
./samples/JBK_Kick_40.wav,kick
./samples/JBK_Kick_54.wav,kick
./samples/AND_Ghost_Kick_49.wav,kick
./samples/JBK_Kick_68.wav,kick
./samples/JBK_Kick_5b.wav,kick
./samples/08_DNB_Kicks.wav,kick
./samples/IQ_DH_Kick_09.wav,kick
./samples/BIG WHITE KICK 3.wav,kick
./samples/JBK_Kick_12a.wav,kick
./samples/BIG WHITE KICK 23.wav,kick
./samples/BIG WHITE KICK 37.wav,kick
./samples/JBK_Kick_165b.wav,kick
./samples/JBK_Kick_127.wav,kick
./samples/ukg_kick_perfecto.wav,kick
./samples/temu-bacot_must-be-the-kicks-4_vocals_one_shot_.wav.wav,kick
./samples/AND_Kick_141.wav,kick
./samples/JBK_Kick_133.wav,kick
./samples/JNX_Kick 19.wav,kick
./samples/PMHJ_Kick_Boom.wav,kick
./samples/MAT_ZO_kick_17.wav,kick
./samples/JNX_Kick 25.wav,kick
./samples/PMHJ_Kick_Forza.wav,kick
./samples/JNX_Kick 31.wav,kick
./samples/RKT_Kick_1.wav,kick
./samples/IMAABS_kick_one_shot_new_03.wav,kick
./samples/JBK_Kick_132b.wav,kick
./samples/RHH2_kick_vinyl_raw.wav,kick
./samples/BWB KICK (50).wav,kick
./samples/FAI_Break_Kick_145.wav,kick
./samples/JBK_Kick_45a.wav,kick
./samples/FAI_Break_Kick_88.wav,kick
./samples/2sg_kick_evian.wav,kick
./samples/PMRDW2_Kick_Rusthand.wav,kick
./samples/ldb_kick_one_shot_synthetic_low_burr.wav,kick
./samples/BWB 6 KICK (18).wav,kick
./samples/NUE_Battle_Kick_3.wav,kick
./samples/Cymatics - Terror Full Kick 014.wav,kick
./samples/RKD_KICK_07.wav,kick
./samples/BWB DUBSTEP KICK (2).wav,kick
./samples/Cymatics - Terror Full Kick 028.wav,kick
./samples/LLTXS_texcore_kick_one_shot_ltbk_04_F.wav,kick
./samples/NM1_KICK_09.wav,kick
./samples/NM1_KICK_08.wav,kick
